axis,size,objective,seed,dir1_auc,mag_r2,vol20_r2,regime_bacc,effective_rank,supervised_sharpe
feature,12,auto,111,0.49291187739463604,0.037011116263541144,-0.0036895105541485673,0.53932273287112,4.894405841827393,0.9057139203894574
feature,12,auto,222,0.5024225734355044,-0.010949911394420697,0.13696636593858835,0.763732731474667,4.864045143127441,0.5666728317024862
feature,12,auto,333,0.4822836845466156,-0.025509517943766546,0.11304165725492488,0.6621024040378879,4.731196880340576,-0.30459205586064286
feature,12,auto,444,0.5038473818646232,-0.03648951166732095,0.11281491116289266,0.5991022442635345,4.979360580444336,0.7400450444894298
feature,12,auto,555,0.5174449233716476,-0.03415516242857186,-0.025669038503729702,0.6203962655575559,4.763268947601318,0.6945945212049185
feature,12,auto,666,0.4824273627075351,-0.010748716435669659,0.017100501489371034,0.7704860285505446,5.125459671020508,0.24800712450803492
feature,12,auto,777,0.5120609833971903,-0.03773460144798513,-0.22177465501158178,0.617652424104037,4.858078956604004,0.5743759642199747
feature,12,auto,888,0.49699872286079183,0.01930967364444358,0.17128245359210226,0.6878348813832685,4.772572994232178,1.0011299705586683
feature,12,auto,999,0.5018239144316731,0.03653232225993064,0.07431747873315875,0.5892767505670732,4.695662975311279,0.9193902899749098
feature,16,auto,20260814,0.5019356641123882,-0.038326637597078994,0.044866809854157474,0.7013829917055724,4.87679386138916,0.4810488180317877
feature,16,auto,111,0.5116379310344827,0.04041823488486729,0.20956796603142036,0.6120791927243541,4.866469860076904,0.48410907982234663
feature,16,auto,222,0.5062978927203065,-0.008680846054641034,0.06836553901562481,0.5337872434646628,4.921204090118408,0.9374074904201074
feature,16,auto,333,0.5014287994891443,-0.02146158353554317,-0.02309120559596667,0.6182235859655215,4.5947346687316895,0.6148089252030072
feature,16,auto,444,0.49086047254150705,-0.03000711777433418,-0.07729022445514944,0.6791479372124534,4.725997447967529,0.47914266094733277
feature,16,auto,555,0.5190493295019157,-0.035071664783097756,0.09697695426207431,0.6285057575380156,4.8454270362854,1.2312137286495897
feature,16,auto,666,0.5134698275862069,0.04101941106091833,0.10171180840617922,0.5526494236171655,4.695769309997559,0.9670362943165858
feature,16,auto,777,0.4940652937420179,-0.005186150843809578,0.03796727780181097,0.6469213243406792,4.87043571472168,0.5309481059585074
feature,16,auto,888,0.5068047573435505,-0.0210634482451717,-0.052571054491900915,0.5628762402955951,4.92948055267334,0.7689922370872174
feature,16,auto,999,0.49815613026819927,-0.03947025296728346,-0.031348471453319426,0.7567026599284663,4.733821868896484,0.3004458515337287
