rep,algo,seed,metric,group,value
contrastive,BC,222,action_std,all,0.17394626140594482
contrastive,BC,222,behavior_action_std,all,0.4643709659576416
contrastive,BC,222,js_divergence,all,0.4310217726483013
contrastive,BC,222,sharpe,all,0.47406738263670284
contrastive,BC,222,sharpe_regime,bull,0.44851579774765343
contrastive,BC,222,sharpe_regime,bear,0.49243963009410685
contrastive,BC,222,sharpe_regime,crisis,4.705428656379541
contrastive,BC,222,sharpe_year,2021,2.0047180647890155
contrastive,BC,222,sharpe_year,2022,-0.6503802748438435
contrastive,BC,222,sharpe_year,2023,0.2641737421158869
contrastive,BC,222,sharpe_year,2024,1.3660160657381466
contrastive,A2C,20260814,divergence,all,0.8997396230697632
contrastive,A2C,20260814,corr_behavior,all,-0.3517063090197112
contrastive,A2C,20260814,action_std,all,0.8754245638847351
contrastive,A2C,20260814,behavior_action_std,all,0.4643709659576416
contrastive,A2C,20260814,js_divergence,all,0.5225010312191881
contrastive,A2C,20260814,sharpe,all,0.6481126996191154
contrastive,A2C,20260814,sharpe_regime,bull,1.0080881664457664
contrastive,A2C,20260814,sharpe_regime,bear,0.059717361394534874
contrastive,A2C,20260814,sharpe_regime,crisis,1.8177807971884317
contrastive,A2C,20260814,sharpe_year,2021,0.3476581145759565
contrastive,A2C,20260814,sharpe_year,2022,0.4098767569467826
contrastive,A2C,20260814,sharpe_year,2023,1.2280475457839493
contrastive,A2C,20260814,sharpe_year,2024,1.0739517431607832
contrastive,A2C,111,divergence,all,0.9951610565185547
contrastive,A2C,111,corr_behavior,all,-0.44839284378870803
contrastive,A2C,111,action_std,all,0.9012134075164795
contrastive,A2C,111,behavior_action_std,all,0.4643709659576416
contrastive,A2C,111,js_divergence,all,0.6340973409518466
contrastive,A2C,111,sharpe,all,0.7049984673733752
contrastive,A2C,111,sharpe_regime,bull,1.135158035265551
contrastive,A2C,111,sharpe_regime,bear,-0.07940071136499255
contrastive,A2C,111,sharpe_regime,crisis,0.9461166015348657
contrastive,A2C,111,sharpe_year,2021,0.5921263338186206
contrastive,A2C,111,sharpe_year,2022,0.29037844266377993
contrastive,A2C,111,sharpe_year,2023,2.0825950011693712
contrastive,A2C,111,sharpe_year,2024,0.40485427413905245
contrastive,A2C,222,divergence,all,0.725853681564331
contrastive,A2C,222,corr_behavior,all,0.039588116209095026
contrastive,A2C,222,action_std,all,0.7574155330657959
contrastive,A2C,222,behavior_action_std,all,0.4643709659576416
contrastive,A2C,222,js_divergence,all,0.4124028283237874
contrastive,A2C,222,sharpe,all,1.26496819215275
contrastive,A2C,222,sharpe_regime,bull,1.980848472021748
contrastive,A2C,222,sharpe_regime,bear,0.06292947464567553
contrastive,A2C,222,sharpe_regime,crisis,1.6226948287436465
contrastive,A2C,222,sharpe_year,2021,2.0548821163749302
contrastive,A2C,222,sharpe_year,2022,0.4498615728417425
contrastive,A2C,222,sharpe_year,2023,1.8338748702355823
contrastive,A2C,222,sharpe_year,2024,1.7385393216462446
contrastive,IQL,20260814,divergence,all,0.06189136579632759
contrastive,IQL,20260814,corr_behavior,all,0.9093906161720617
contrastive,IQL,20260814,action_std,all,0.16623641550540924
contrastive,IQL,20260814,behavior_action_std,all,0.4643709659576416
contrastive,IQL,20260814,js_divergence,all,0.4333229859848117
contrastive,IQL,20260814,sharpe,all,0.6076620705654576
contrastive,IQL,20260814,sharpe_regime,bull,0.4445723985942376
contrastive,IQL,20260814,sharpe_regime,bear,0.8845830847816544
contrastive,IQL,20260814,sharpe_regime,crisis,4.703110969211256
contrastive,IQL,20260814,sharpe_year,2021,2.108159055067533
contrastive,IQL,20260814,sharpe_year,2022,-0.3057571753444077
contrastive,IQL,20260814,sharpe_year,2023,0.5705286860840836
contrastive,IQL,20260814,sharpe_year,2024,1.3873086219178734
contrastive,IQL,111,divergence,all,0.06095714867115021
contrastive,IQL,111,corr_behavior,all,0.9069638734006124
contrastive,IQL,111,action_std,all,0.16433952748775482
contrastive,IQL,111,behavior_action_std,all,0.4643709659576416
contrastive,IQL,111,js_divergence,all,0.44391063598033687
contrastive,IQL,111,sharpe,all,0.6725699236571909
contrastive,IQL,111,sharpe_regime,bull,0.5527579602324628
contrastive,IQL,111,sharpe_regime,bear,0.8968853258160523
contrastive,IQL,111,sharpe_regime,crisis,5.1036053225012585
contrastive,IQL,111,sharpe_year,2021,2.2094945705023834
contrastive,IQL,111,sharpe_year,2022,-0.32283447983897
contrastive,IQL,111,sharpe_year,2023,0.8104316769721891
contrastive,IQL,111,sharpe_year,2024,1.405955038943528
contrastive,IQL,222,divergence,all,0.05723750963807106
contrastive,IQL,222,corr_behavior,all,0.9243606134747504
contrastive,IQL,222,action_std,all,0.1809566468000412
contrastive,IQL,222,behavior_action_std,all,0.4643709659576416
contrastive,IQL,222,js_divergence,all,0.41494391895439187
contrastive,IQL,222,sharpe,all,0.57002061542369
contrastive,IQL,222,sharpe_regime,bull,0.3603509975239335
contrastive,IQL,222,sharpe_regime,bear,0.9644584212946629
contrastive,IQL,222,sharpe_regime,crisis,4.207717096130594
contrastive,IQL,222,sharpe_year,2021,1.9243506277227007
contrastive,IQL,222,sharpe_year,2022,-0.32357068375893133
contrastive,IQL,222,sharpe_year,2023,0.33798098994559983
contrastive,IQL,222,sharpe_year,2024,1.2039388655581953
contrastive,CQL,20260814,divergence,all,0.9279344081878662
contrastive,CQL,20260814,corr_behavior,all,0.5401743766431852
contrastive,CQL,20260814,action_std,all,0.052952662110328674
contrastive,CQL,20260814,behavior_action_std,all,0.4643709659576416
contrastive,CQL,20260814,js_divergence,all,0.7344346129234859
contrastive,CQL,20260814,sharpe,all,0.801706623185381
contrastive,CQL,20260814,sharpe_regime,bull,0.9407772767286807
contrastive,CQL,20260814,sharpe_regime,bear,0.6427696329297906
contrastive,CQL,20260814,sharpe_regime,crisis,-1.3086723583834767
contrastive,CQL,20260814,sharpe_year,2021,1.8964017286208927
contrastive,CQL,20260814,sharpe_year,2022,-0.7886647429790796
contrastive,CQL,20260814,sharpe_year,2023,1.7547397854558866
contrastive,CQL,20260814,sharpe_year,2024,1.780595457809023
contrastive,CQL,111,divergence,all,0.7279686331748962
contrastive,CQL,111,corr_behavior,all,0.7239783528087448
contrastive,CQL,111,action_std,all,0.37067610025405884
contrastive,CQL,111,behavior_action_std,all,0.4643709659576416
contrastive,CQL,111,js_divergence,all,0.5387644301435371
contrastive,CQL,111,sharpe,all,0.6365704914029018
contrastive,CQL,111,sharpe_regime,bull,0.6637683850307771
contrastive,CQL,111,sharpe_regime,bear,0.5819202351101419
contrastive,CQL,111,sharpe_regime,crisis,5.835406399118748
contrastive,CQL,111,sharpe_year,2021,1.5101186840903889
contrastive,CQL,111,sharpe_year,2022,-1.1186008959972882
contrastive,CQL,111,sharpe_year,2023,1.4781796925230732
contrastive,CQL,111,sharpe_year,2024,1.8487124667607118
contrastive,CQL,222,divergence,all,0.8933469653129578
contrastive,CQL,222,corr_behavior,all,0.5826790529064468
contrastive,CQL,222,action_std,all,0.13979293406009674
contrastive,CQL,222,behavior_action_std,all,0.4643709659576416
contrastive,CQL,222,js_divergence,all,0.6823805352944062
contrastive,CQL,222,sharpe,all,0.7864634163553438
contrastive,CQL,222,sharpe_regime,bull,0.9052338790561875
contrastive,CQL,222,sharpe_regime,bear,0.6271504288924338
contrastive,CQL,222,sharpe_regime,crisis,-0.438992926110177
contrastive,CQL,222,sharpe_year,2021,1.8247085884874694
contrastive,CQL,222,sharpe_year,2022,-0.8287087135010053
contrastive,CQL,222,sharpe_year,2023,1.7759760518095344
contrastive,CQL,222,sharpe_year,2024,1.7428475889117356
