model,feature,lag,ik,da,dh,dh_rel
TACR,macd,17,2.286736418000146e-07,0.000302958651445806,0.009368997067213058,0.004470381805937049
TACR,macd,18,2.3651554670323094e-07,0.0002982098376378417,0.010272789746522903,0.004901623092591402
TACR,macd,19,2.515969299565768e-07,0.00029998624813742936,0.012068464420735836,0.005758422527514406
TACR,macd,20,1.2839710734624532e-06,0.0006007127813063562,0.031882598996162415,0.015212662514028096
TACR,volz,1,6.869392382213846e-05,0.005047273822128773,0.49441802501678467,0.2359097059915965
TACR,volz,2,7.271781399253996e-09,4.7392200940521434e-05,0.0034194751642644405,0.0016315897476023547
TACR,volz,3,1.638304070183949e-08,7.741664740024135e-05,0.003784127300605178,0.0018055821465858474
TACR,volz,4,2.0663255995145846e-08,9.034245886141434e-05,0.004086905624717474,0.001950051688163615
TACR,volz,5,3.4506740576034645e-08,0.00010999992809956893,0.004388050641864538,0.0020937419034497314
TACR,volz,6,2.982284641461774e-08,0.00011052678019041196,0.0044915154576301575,0.002143109752178372
TACR,volz,7,3.3425791912122804e-08,0.00011396954505471513,0.004782005213201046,0.002281715849373094
TACR,volz,8,2.6630493366042174e-08,0.00010303557064617053,0.004808967933058739,0.0022945810100114955
TACR,volz,9,3.3855311443176106e-08,0.00010443955397931859,0.004795251414179802,0.00228803622448138
TACR,volz,10,2.7535092428365715e-08,9.997512097470462e-05,0.0049985479563474655,0.0023850384069771607
TACR,volz,11,2.1259033644582814e-08,9.042963210958987e-05,0.005292413290590048,0.0025252551488727185
TACR,volz,12,1.7383882777721738e-08,8.13730075606145e-05,0.00489030173048377,0.0023333891263560965
TACR,volz,13,2.466757820229759e-08,9.25932836253196e-05,0.005328656639903784,0.002542548527042869
TACR,volz,14,1.8148515579241575e-08,8.118222467601299e-05,0.0052919466979801655,0.0025250325159591803
TACR,volz,15,1.7709368194118724e-08,8.10567507869564e-05,0.005605774000287056,0.0026747740360359234
TACR,volz,16,1.754016665245217e-08,7.756943523418158e-05,0.00572048407047987,0.0027295075157316596
TACR,volz,17,2.5665439551403324e-08,8.778080518823117e-05,0.006380073726177216,0.0030442282457159207
TACR,volz,18,2.622635975058074e-08,9.201317880069837e-05,0.006843704264611006,0.0032654478179734814
TACR,volz,19,2.4639644990998022e-08,9.36979049583897e-05,0.0075522963888943195,0.003603549892027036
TACR,volz,20,1.5758671167986904e-07,0.0002428904117550701,0.020997656509280205,0.010018953037662131
TACR,boll,1,0.0006949777598492801,0.022537697106599808,0.5538418292999268,0.2642635512966141
TACR,boll,2,5.3084349360688066e-08,0.0001902060757856816,0.004577311221510172,0.0021840468790793816
TACR,boll,3,6.32159498081819e-08,0.000206907294341363,0.004488524980843067,0.0021416828573971934
TACR,boll,4,8.273789120494257e-08,0.00023792768479324877,0.004734736401587725,0.0022591617132250597
TACR,boll,5,9.824335478469948e-08,0.0002630899252835661,0.00492801982909441,0.002351386175621232
TACR,boll,6,1.0154122520589226e-07,0.0002662043843884021,0.004777765832841396,0.002279693044937116
TACR,boll,7,1.0863642785352567e-07,0.0002769608690869063,0.004956452641636133,0.0023649527854692535
TACR,boll,8,1.2211661726269085e-07,0.0002948832116089761,0.0051576318219304085,0.0024609446766897278
TACR,boll,9,1.1459286497483845e-07,0.00028814910911023617,0.005117345601320267,0.0024417222576459873
TACR,boll,10,1.0978876474609933e-07,0.00028153634048067033,0.005061778239905834,0.0024152084995896087
TACR,boll,11,1.1796592502832937e-07,0.00028970802668482065,0.005280074663460255,0.002519367819222003
TACR,boll,12,1.2193940790439228e-07,0.00029219017596915364,0.005349136423319578,0.0025523203788766036
TACR,boll,13,1.0901615610237059e-07,0.00027847415185533464,0.0052601988427340984,0.0025098841459200638
TACR,boll,14,1.1185802861746197e-07,0.0002825536939781159,0.005462823901325464,0.0026065659325462624
TACR,boll,15,1.2830942353048158e-07,0.0002982193254865706,0.005720451939851046,0.0027294921847226435
TACR,boll,16,1.1318198289700376e-07,0.00028290387126617134,0.005665405187755823,0.0027032268334500325
TACR,boll,17,1.0644981784935226e-07,0.00027579840389080346,0.005797022953629494,0.0027660277567162794
TACR,boll,18,1.1994180226793105e-07,0.0002906637964770198,0.006407828535884619,0.0030574713490548492
TACR,boll,19,1.090500063583022e-07,0.0002716195012908429,0.007140254136174917,0.00340694547678176
TACR,boll,20,3.7298386246220616e-07,0.0003147035895381123,0.019628649577498436,0.009365736515537697
