representation,dim,axis,metric,value,split
TACR transformer (128d),128,information,magnitude_1.mae,0.005135280945819805,test
TACR transformer (128d),128,information,magnitude_1.spearman,0.2747463984770028,test
TACR transformer (128d),128,information,vol_5.r2,0.20859946645132654,test
TACR transformer (128d),128,information,vol_5.mae,0.05462593155582182,test
TACR transformer (128d),128,information,vol_5.spearman,0.5205010845010846,test
TACR transformer (128d),128,information,vol_20.r2,0.24205182125126112,test
TACR transformer (128d),128,information,vol_20.mae,0.04220320324363397,test
TACR transformer (128d),128,information,vol_20.spearman,0.5250710391186655,test
TACR transformer (128d),128,information,regime.accuracy,0.8855721393034826,test
TACR transformer (128d),128,information,regime.balanced_accuracy,0.7780281328668425,test
TACR transformer (128d),128,information,regime.auc,0.9591947590860418,test
TACR transformer (128d),128,information,regime.log_loss,0.27622064705504445,test
TACR transformer (128d),128,information,drawdown_20.r2,-0.06585199721609003,test
TACR transformer (128d),128,information,drawdown_20.mae,0.02306354931607139,test
TACR transformer (128d),128,information,drawdown_20.spearman,0.1084936545978654,test
TACR transformer (128d),128,preservation,reconstruction_r2_mean,0.9817659762131172,test
TACR transformer (128d),128,efficiency,effective_rank,3.5450515747070312,test
TACR transformer (128d),128,efficiency,spectral_rank,7.714453220367432,test
TACR transformer (128d),128,efficiency,rank_share,0.02769571542739868,test
TACR transformer (128d),128,efficiency,top1,0.48754939436912537,test
TACR transformer (128d),128,efficiency,top5,0.8521321415901184,test
TACR transformer (128d),128,efficiency,k95,35.0,test
TACR transformer (128d),128,efficiency,scale,5.138069152832031,test
TACR transformer (128d),128,efficiency,n,1005.0,test
TACR transformer (128d),128,efficiency,d,128.0,test
TACR transformer (128d),128,redundancy,direction_1.k_to_95,1.0,test
TACR transformer (128d),128,redundancy,magnitude_1.k_to_95,1.0,test
TACR transformer (128d),128,stability,seed_cka_mean,0.6566817879676818,test
TACR transformer (128d),128,stability,n_seeds,5.0,test
D encoder (128d),128,information,direction_1.accuracy,0.5119521912350598,test
D encoder (128d),128,information,direction_1.balanced_accuracy,0.4959450830140485,test
D encoder (128d),128,information,direction_1.auc,0.5024385376756066,test
D encoder (128d),128,information,direction_1.log_loss,0.7090481930791054,test
D encoder (128d),128,information,direction_5.accuracy,0.567,test
D encoder (128d),128,information,direction_5.balanced_accuracy,0.5114383934312707,test
D encoder (128d),128,information,direction_5.auc,0.5285609470577567,test
D encoder (128d),128,information,direction_5.log_loss,0.6989625894742157,test
D encoder (128d),128,information,direction_20.accuracy,0.6182741116751269,test
D encoder (128d),128,information,direction_20.balanced_accuracy,0.49617125196611384,test
D encoder (128d),128,information,direction_20.auc,0.4797225824848,test
D encoder (128d),128,information,direction_20.log_loss,0.6997947676249913,test
D encoder (128d),128,information,magnitude_1.r2,-0.05226700799134654,test
D encoder (128d),128,information,magnitude_1.mae,0.0052293218701496965,test
D encoder (128d),128,information,magnitude_1.spearman,0.3081470602320043,test
D encoder (128d),128,information,vol_5.r2,0.13422958459300482,test
D encoder (128d),128,information,vol_5.mae,0.05686561171729101,test
D encoder (128d),128,information,vol_5.spearman,0.4931513912062879,test
D encoder (128d),128,information,vol_20.r2,0.14927011211657415,test
D encoder (128d),128,information,vol_20.mae,0.043225102223064485,test
D encoder (128d),128,information,vol_20.spearman,0.4865559434733896,test
D encoder (128d),128,information,regime.accuracy,0.909452736318408,test
D encoder (128d),128,information,regime.balanced_accuracy,0.789448853964983,test
D encoder (128d),128,information,regime.auc,0.9776556944064718,test
D encoder (128d),128,information,regime.log_loss,0.22745820435383665,test
D encoder (128d),128,information,drawdown_20.r2,-0.16939375010776647,test
D encoder (128d),128,information,drawdown_20.mae,0.024099015359717004,test
D encoder (128d),128,information,drawdown_20.spearman,0.0595324269226953,test
D encoder (128d),128,preservation,reconstruction_r2_mean,0.9454177517790253,test
D encoder (128d),128,efficiency,effective_rank,2.6191115379333496,test
D encoder (128d),128,efficiency,spectral_rank,5.2889251708984375,test
D encoder (128d),128,efficiency,rank_share,0.020461808890104294,test
D encoder (128d),128,efficiency,top1,0.578558087348938,test
D encoder (128d),128,efficiency,top5,0.8742660284042358,test
D encoder (128d),128,efficiency,k95,15.0,test
D encoder (128d),128,efficiency,scale,1.1012802124023438,test
D encoder (128d),128,efficiency,n,1005.0,test
D encoder (128d),128,efficiency,d,128.0,test
D encoder (128d),128,redundancy,direction_1.k_to_95,1.0,test
D encoder (128d),128,stability,seed_cka_mean,0.8924380838871002,test
D encoder (128d),128,stability,n_seeds,5.0,test
