algo,rep,seed,val_sharpe,test_sharpe,test_return,test_maxdd,test_turnover
IQL,raw,888,0.2803730222763973,0.4536830086418562,0.0735480785369873,-0.0594903136843192,0.1016483227597243
IQL,raw,999,0.6369618259813612,0.7642098224292042,0.1352061033248901,-0.0603290244549414,0.0955713983315891
BC,auto,20260814,-0.027794166202004,0.5032951982001432,0.0700316429138183,-0.0428606718118611,0.0527518300867792
BC,auto,111,-0.0521946438813883,0.7472665621535737,0.1090266704559326,-0.0424639355140845,0.056223381764779
BC,auto,222,-0.1492379530755429,0.7510573538248014,0.1043107509613037,-0.0452365632105528,0.0574496930298298
BC,auto,333,0.0365318987040023,0.8748608906288927,0.1024351119995117,-0.0349852831411764,0.0520924378286662
BC,auto,444,-0.0454190971667458,0.6249442322011609,0.0926768779754638,-0.0551027682735454,0.0650837958116195
BC,auto,555,-0.0236458741517984,0.512591057949849,0.0671440362930297,-0.0480500764968927,0.0569679997216757
BC,auto,666,0.133241272723676,0.6034916348405249,0.0851321220397949,-0.0502197377038772,0.0600687968632697
BC,auto,777,-0.0400281001378857,0.5313192200080038,0.0717368125915527,-0.0497838597343067,0.0587014273704442
BC,auto,888,0.1281562901764348,0.6670282264032292,0.0928373336791992,-0.0457714794769168,0.0623068729801849
BC,auto,999,0.0903068285855461,0.6001264306379668,0.0810663700103759,-0.0447898447410595,0.0591738511284058
A2C,auto,20260814,0.7587583849185526,0.5622569294156201,0.3443254232406616,-0.1952794584400253,0.1199058323505506
A2C,auto,111,0.4529677562301757,0.3062502551273123,0.0296809673309326,-0.0314878289394673,0.0277787288039255
A2C,auto,222,0.8203322760775865,0.8884143010654929,0.4830124378204345,-0.1409505290079893,0.0764437494197146
A2C,auto,333,1.016208102110918,0.4340102071425858,0.0416159629821777,-0.0483190699615507,0.0389324168788167
A2C,auto,444,0.7018621243824638,0.2636746029969991,0.1187450885772705,-0.2113496304917904,0.1322558429842787
A2C,auto,555,1.5618346725915735,0.3907913403071552,0.1779658794403076,-0.2142201020869122,0.0900362594655497
A2C,auto,666,0.5783847157068887,-0.3866186925556494,-0.2244927287101745,-0.2437274431173943,0.1279564029773447
A2C,auto,777,0.6022537318147881,0.7111634330945625,0.3320610523223877,-0.2007880098094652,0.1327485490905408
A2C,auto,888,1.2999411235965177,0.8041504999837062,0.455704927444458,-0.1669247745115769,0.1098641964908114
A2C,auto,999,0.7331703138631699,0.6644635366376098,0.3625229597091675,-0.1866459925429119,0.0846484437640478
IQL,auto,20260814,-0.0559147025241307,0.5561895731774952,0.0739631652832031,-0.0391033644503124,0.0507236721709403
IQL,auto,111,-0.0615269576030883,0.6863165496970671,0.099053144454956,-0.0493560712812988,0.055978935693891
IQL,auto,222,-0.1608583851299216,0.8025910686556637,0.0927588939666748,-0.0280955323672673,0.0474513916651468
IQL,auto,333,0.0239804288121003,0.6889909311393222,0.0965417623519897,-0.045445983203757,0.0489009623279081
IQL,auto,444,-0.0228404398197097,0.5168891698168031,0.0720337629318237,-0.0543926104427393,0.0657095423813872
IQL,auto,555,-0.0201173214855698,0.5096810837703356,0.0656807422637939,-0.0478448288943237,0.0574340460249755
IQL,auto,666,0.0333605666246227,0.5710557141439279,0.0811846256256103,-0.0557888684032665,0.0623751498298344
IQL,auto,777,0.000400222270021,0.6278147554692622,0.0853451490402221,-0.0470019245621744,0.0598813989222865
IQL,auto,888,0.1294780971610925,0.6415340286177537,0.0828151702880859,-0.0390427688306657,0.0637215037593868
IQL,auto,999,0.025882231167094,0.6370056084599458,0.0882192850112915,-0.0445516776561976,0.0594586690050313
BC,predictive,20260814,0.0542159411170218,0.6399445352763349,0.088947057723999,-0.0416066680773825,0.0545421920381996
BC,predictive,111,0.0571748154250494,0.635548885623731,0.100109577178955,-0.048168152630995,0.06462216282458
BC,predictive,222,-0.010853077872035,0.6096285713453664,0.0895391702651977,-0.0477231923921499,0.0652920023913481
BC,predictive,333,0.084126959561919,0.6496100250667343,0.0870230197906494,-0.0421085657895311,0.0537914711178109
BC,predictive,444,0.0133604441654474,0.5995549845707259,0.0850510597229003,-0.0459168462445379,0.0629324883423555
BC,predictive,555,0.1523490213016418,0.5935777331783311,0.0844982862472534,-0.0455690274609934,0.0628936203053008
BC,predictive,666,0.1486389974165304,0.6463769794925003,0.1021982431411743,-0.0483628509131915,0.06683039981617
BC,predictive,777,0.0258400965169046,0.6207835566272274,0.096659779548645,-0.0466700031909653,0.0610715726572343
BC,predictive,888,0.1294528896983288,0.6794671080680746,0.0981193780899047,-0.0440616175171322,0.070774042551737
BC,predictive,999,0.228305820523862,0.6326997311565186,0.0876424312591552,-0.0441932946588112,0.0634354703505963
A2C,predictive,20260814,-0.0662539689688664,0.5635698057724776,0.2253687381744384,-0.1440160452918646,0.0590478910038256
A2C,predictive,111,1.187738688511694,0.6344231961213804,0.0285414457321167,-0.0182191826476418,0.0226263890399676
A2C,predictive,222,1.2073789681580849,0.7445339222925645,0.0710912942886352,-0.0320205259630727,0.0245280598336019
A2C,predictive,333,0.5605359214712953,0.5992489498396325,0.2772051095962524,-0.1927383829030458,0.0616998395652033
A2C,predictive,444,0.5915305116510616,0.4890783159634723,0.239475131034851,-0.2303791936194734,0.1242043826015508
A2C,predictive,555,-0.027056244594551,0.7329470691794044,0.1567417383193969,-0.0534921395139795,0.0692628917810205
