regime,n,up_rate,sign-only (|a|=1),|2P-1| (canonical P),|2P-1| / vol20d
bull,618,0.5566343042071198,1.3597170346235055,2.389349517408993,2.3711069107869713
bear,228,0.5,4.682871849483884,5.6161754381845235,5.337342807681369
crisis,35,0.6857142857142857,-2.475371022857512,-0.8279911756140965,-0.8548410221180296
