year,n,up_rate,drift_cumprod,sign-only (|a|=1),|2P-1| (canonical P),|2P-1| / vol20d
2021,220,0.5454545454545454,0.2409943867644675,-0.02803907289530083,1.0340567945760077,0.7423348628225703
2022,223,0.5112107623318386,0.05939213840009505,4.99907438856757,5.314165711712277,4.802437102661477
2023,219,0.5707762557077626,0.17681434789905937,2.6930174349232,3.276678924670981,3.4022897739497187
2024,219,0.5616438356164384,0.1643380633575693,0.8862593472871025,2.902820302986111,2.9013639431755838
